# Document parsed from: List_of_Business_Partners.xlsx

## Page 1

|#|BP Code|DSL Code|Old SAP Code|Group|District|BP Name|Tem Suspended|BP Type|Contact Person|Other Name|Price List|Route Code|Town|Adress|Federal Tax ID|
|893|ELCA11409|GMM130||100|Gampaha|UCHITHA MOTOR HOUSE|N|C|OWNER||Wholesale Price|NEGAMBO R06|NEGOMBO|||
|894|ELCA11410|C10235||100|Colombo|NEW WASANTHA MOTOR STORES|N|C|OWNER||Wholesale Price|CPA01|COLOMBO 10|||
|895|ELCA11411|KGW021||100|Kegalle|G.T.AUTO PARTS|N|C|OWNER||Wholesale Price|CGM05|WARAKAPOLA|||
|896|ELCA11412|KUM053||100|Kurunegala|WASANTHA MOTORS|N|C|OWNER||Wholesale Price|OPL05|MAHAWA|||
|897|ELCA11413|PTN031||100|Puttalam|MAX AUTO PARTS|N|C|OWNER||Wholesale Price|OPT07|KOTTARAMULLA|||
|898|ELCA11414|APT031||100|Anuradhapura|SAKURA MOTORS|N|C|OWNER||Wholesale Price|OAP06|THALAWA|||
|899|ELCA11415|C10473||100|Colombo|SDP MOTORS LANKA (PVT) LTD|N|C|OWNER||Wholesale Price|CPA01|COLOMBO 10|||
|900|ELCA11416|KUM052||100|Kurunegala|JAYABIMA MOTORS|N|C|OWNER||Wholesale Price|OPL05|MORAGANE|||
|901|ELCA11417|||100|Kurunegala|JANAKA RANATHUNGA|N|C|OWNER||Wholesale Price||ALAWWA|||
|902|ELCA11418|BDD001||100|Badulla|WASANTHA MOTORS|N|C|OWNER||Wholesale Price|ORP03|MAHIYANGANAYA|||
|903|ELCA11419|||100|Colombo|PRADEEP FERNANDO(ACCOUNTS)|N|C|OWNER||Wholesale Price||LAKSHAPATHIYA|||
|904|ELCA11420|COB103||100|Colombo|TORQUE HUB SPARES|N|C|OWNER||Wholesale Price|CMO03|BORELESGAMUWA|||
|905|ELCA11421|COR103||100|Colombo|NUMA ENTERPRISES|N|C|OWNER||Wholesale Price|CMO03|RATMALANA|||
|906|ELCA11422|RPK005||100|Ratnapura|N.N.MOTORS|N|C|OWNER||Wholesale Price|ORP03|GODAKWELA|||
|907|ELCA11423|CTR05||100|Batticaloa|S.L.T.B.KATTANKUDY DEPOT|N|C|OWNER||Wholesale Price|CTR05|KATTANKUDY||409006671-7000|
|908|ELCA11424|OGL02||100|Matara|GAMAGE MOTOR STORES|N|C|OWNER||Wholesale Price|OGL02|AKURESSA|||
|909|ELCA11425|PNM033||100|Polonnaruwa|M.N.S.MOTORS (PVT) LTD|N|C|OWNER||Wholesale Price|OPL05|MANAMPITIYA|||
|910|ELCA11426|HBS016||100|Hambantota|VISITHA MOTORS|N|C|OWNER||Wholesale Price|OGL02|SOORIYAWEWA|||
|911|ELCA11427|COA098||100|Colombo|V.S.N.AUTO PARTS (PVT) LTD|N|C|OWNER||Wholesale Price|CHW09|AVISSEWELLA|||
|912|ELCA11428|C10475||100|Colombo|SUGATH MOTORS|N|C|OWNER||Wholesale Price|CPA01|COLOMBO 10|||
|913|ELCA11429|||100|Kegalle|IRESHA AUTO MOTORS (PVT) LTD|N|C|OWNER||Wholesale Price|OKD04|KOTIYAKUMBURA|||
|914|ELCA11430|C10477||100|Colombo|ASLIMAAS (PVT) LTD|N|C|OWNER||Wholesale Price|CPA01|COLOMBO 10||103502365-7000|
|915|ELCA11431|C101476||100|Colombo|NANDHA TRAC MOTORS (PVT) LTD|N|C|OWNER||Wholesale Price|CPA01|COLOMBO||114253014-7000|
|916|ELCA11432|CPA01||100|Colombo|NEW HEMALEE MOTOR COMPANY (PVT) LTD|N|C|OWNER||Wholesale Price|R01 - Colombo|COLOMBO 14|||
|917|ELCA11433|APA120||100|Anuradhapura|ASIAN MOTORS|N|C|OWNER||Wholesale Price|OAP06|ANURADHAPURA|||
|918|ELCA11434|GMG090||100|Gampaha|SENOD MOTORS|N|C|OWNER||Wholesale Price|R07 - Kadawatha|GANEMULLA||242630254-7000|
|919|ELCA11435|CNU02||100|Colombo|CHARITH MOTOR STORES|N|C|OWNER||Wholesale Price|R03 - Piliyandala|ORUGODAWATHA|||
|920|ELCA11436|KUP035||100|Kurunegala|NEW WICKRAMA ENTERPRISES|N|C|OWNER||Wholesale Price|OPT07|POLPITHIGAMA|||
|921|ELCA11437|COH092||100|Colombo|RANASINGHE MOTORS|N|C|OWNER||Wholesale Price|R02 - Nugegoda|HOMAGAMA|||
|922|ELCA11438|MTW039||100|Matara|ZAM ZAM TYRE CENTER AND BATTERY SHOP|N|C|OWNER||Wholesale Price|OGL02|WELIGAMA|||
|923|ELCA11439|PNP058||100|Polonnaruwa|SOYURU ENTERPRISES & PARTS|N|C|OWNER||Wholesale Price|OPL05|GALLELLA|||
|924|ELCA11440|GMK347||100|Gampaha|RO RO MOTORS (PVT) LTD|N|C|OWNER||Wholesale Price|R10 - Pannala|KOTUGODA|||
|925|ELCA11441|C10111||100|Colombo|ROVER MOTOR (PVT) LTD|N|C|OWNER||Wholesale Price|R01 - Colombo|PANCHIKAWATHA|||
|926|ELCA11442|AMK013||100|Ampara|MAXPO LANKA TRADING (PVT) LTD|N|C|OWNER||Wholesale Price|OPL05|AKKARAIPATTU|||
|927|ELCA11443|||100|Colombo|LAKMAL GUNAWARDENA|N|C|OWNER||Wholesale Price||KADUWELA|||
|928|ELCA11444|GMK348||100|Gampaha|NEW SENARATHNA|N|C|OWNER||Wholesale Price|R08-GAMPAHA|KIRIDIWELA|||
|929|ELCA11445|PTC040||100|Puttalam|DHANU AUTO ENTERPRISES|N|C|OWNER||Wholesale Price|OPT07|MARAWILA||103307511-7000|
|930|ELCA11446|BDB082||100|Badulla|WIN WIN UVA AUTO PARTS|N|C|OWNER||Wholesale Price|CRP03|BANDARAWELA|||
|931|ELCA11447|GMN320||100|Gampaha|BULEGODA MOTOR GRADE|N|C|OWNER||Wholesale Price|R08-Gampaha|NITTAMBUWA|||
|932|ELCA9001|AAA017||100||REC DEBTORS|Y|C|||Wholesale Price|||||
|933|ELCA9002|AMA037||100||SAMA MOTORS|Y|C|||Wholesale Price|||||
|934|ELCA9003|AMM003||100||CHEAP PALACE|Y|C|||Wholesale Price|||||
|935|ELCA9004|APA035||100||SEEDEVI MOTORS PVT LTD|Y|C|||Wholesale Price|||||
|936|ELCA9005|APA058||100||VISHADA MOTORS|Y|C|||Wholesale Price|||||
|937|ELCA9006|APE004||100||D.D.B.MOTORS|Y|C|||Wholesale Price|||||
|938|ELCA9007|APG006||100||PRASANNA MOTORS|Y|C|||Wholesale Price|||||
|939|ELCA9008|APG011||100||DISANAYAKA MOTORS|Y|C|||Wholesale Price|||||
|940|ELCA9009|APH001||100||ZZ CHANDANA ENTERPRISES PVT LT|Y|C|||Wholesale Price|||||
|941|ELCA9010|APH006||100||A.D.S MOTORS|Y|C|||Wholesale Price|||||
|942|ELCA9011|APK001||100||WIJESINGHE MOTORS|Y|C|||Wholesale Price|||||
|943|ELCA9012|APM006||100||DINETHRA MOTOR TRADERS|Y|C|||Wholesale Price|||||
|944|ELCA9013|APM024||100||THUSITHA MOTORS|Y|C|||Wholesale Price|||||
|945|ELCA9014|APN005||100||A.C.N. MOTORS|Y|C|||Wholesale Price|||||
|946|ELCA9015|APT012||100||MAYURA MOTORS|N|C|||Wholesale Price|||||
|947|ELCA9016|APW001||100||JAGATH MOTORS|Y|C|||Wholesale Price|||||
|948|ELCA9017|BDB0021||100||UNIVERSAL AUTO SPARES|Y|C|||Wholesale Price|||||
|949|ELCA9018|BDB027||100||S.D. MOTORS|Y|C|||Wholesale Price|||||
|950|ELCA9019|BDB030||100||ASHOKA MOTORS|Y|C|||Wholesale Price|||||
|951|ELCA9020|BDD002||100||CHANDIKA MOTORS|Y|C|||Wholesale Price|||||
|952|ELCA9021|BDE001||100||THILAKA MOTORS & FURNITURES|Y|C|||Wholesale Price|||||
|953|ELCA9022|BDM010||100||ASHOKA TVS|Y|C|||Wholesale Price|||||
|954|ELCA9023|BTO002||100||JAPAN LOGIC MART|Y|C|||Wholesale Price|||||
|955|ELCA9024|C04003||100||SUNIL COLOMBAGE TRAVELS|Y|C|||Wholesale Price|||||
|956|ELCA9025|C05019||100||ALFA AUTO TRADERS|Y|C|||Wholesale Price|||||
|957|ELCA9026|C05031||100||CORAL AUTO LANKA(PVT)LTD.|Y|C|||Wholesale Price|||||
|958|ELCA9027|C07001||100||J.T.S. AUTO LANKA (PVT) LTD|Y|C|||Wholesale Price|||||
|959|ELCA9028|C08007||100||LIHARA MOTORS|Y|C|||Wholesale Price|||||
|960|ELCA9029|C09006||100||STAR POINT DIESEL PUMP SERVICE|Y|C|||Wholesale Price|||||
|961|ELCA9030|C100060||100||INDIKA MOTORS|Y|C|||Wholesale Price|||||
|962|ELCA9031|C10060||100||INDIKA MOTORS|Y|C|||Wholesale Price|||||
|963|ELCA9032|C10115||100||AJITH RE-BORING HOUSE|Y|C|||Wholesale Price|||||
|964|ELCA9033|C10128||100||LANKA AUTO TRADE|Y|C|||Wholesale Price|||||
|965|ELCA9034|C10136||100||ROYAL MOTOR HOUSE|Y|C|||Wholesale Price|||||
|966|ELCA9035|C10319||100||NANDANA MOTORS|Y|C|||Wholesale Price|||||
|967|ELCA9036|COA023||100||CHARITH SHALINDA MOTORS|Y|C|||Wholesale Price|||||
|968|ELCA9037|COA030||100||R S BAJAJ|Y|C|||Wholesale Price|||||
|969|ELCA9038|COA036||100||THARINDU MOTORS|Y|C|||Wholesale Price|||||
|970|ELCA9039|COA037||100||WIMAL ENTERPRISES|Y|C|||Wholesale Price|||||
|971|ELCA9040|COA042||100||NEW AMILA BAJAJ CENTRE|Y|C|||Wholesale Price|||||
|972|ELCA9041|COA049||100||ZZRAVINDU MOTORS|Y|C|||Wholesale Price|||||
|973|ELCA9042|COD015||100||ABC SERVICE CENTER|Y|C|||Wholesale Price|||||
|974|ELCA9043|COH0030||100||ISURU MOTORS|Y|C|||Wholesale Price|||||
|975|ELCA9044|COH019||100||ATHUKORALA MOTORS|Y|C|||Wholesale Price|||||
|976|ELCA9045|COH032||100||LEYLAND TATA MOTORS|Y|C|||Wholesale Price|||||
|977|ELCA9046|COH037||100||WASANA SERVICE|Y|C|||Wholesale Price|||||
|978|ELCA9047|COK031||100||BINGUNI OIL MART & MOTORS# -|Y|C|||Wholesale Price|||||
|979|ELCA9048|COK040||100||RANIK MOTORS - KADUWELA.>$|Y|C|||Wholesale Price|||||
|980|ELCA9049|COK043||100||ROSHANA MOTORS|Y|C|||Wholesale Price|||||
|981|ELCA9050|COK044||100||SACHINDU MOTORS|Y|C|||Wholesale Price|||||
|982|ELCA9051|COK046||100||ROHAN ENGINEERING WORKS|Y|C|||Wholesale Price|||||
|983|ELCA9052|COK073||100||SUMOTA ENTERPRICES - KADUWELA|Y|C|||Wholesale Price|||||
|984|ELCA9053|COM033||100||SANJEEWA MOTORS|Y|C|||Wholesale Price|||||
|985|ELCA9054|COM049||100||NIHAL MOTORS.|Y|C|||Wholesale Price|||||
|986|ELCA9055|COM052||100||HIGH LEVEL MOTOR STORES|Y|C|||Wholesale Price|||||
|987|ELCA9056|COM065||100||S. HETTIARACHCHI|Y|C|||Wholesale Price|||||
|988|ELCA9057|COM095||100||THUSITHA MOTORS|Y|C|||Wholesale Price|||||
|989|ELCA9058|COM108||100||S.R.MOTORS.|Y|C|||Wholesale Price|||||
|990|ELCA9059|CON025||100||NAWAGAMUWA BAJAJ CENTRE|Y|C|||Wholesale Price|||||
|991|ELCA9060|CON027||100||CHIEF SUPPLIES MANAGER -|Y|C|||Wholesale Price|||||
|992|ELCA9061|CON066||100||NEW CHATHURI MOTORS|Y|C|||Wholesale Price|||||
|993|ELCA9062|COP059||100||JERUSHA PRINTERS|Y|C|||Wholesale Price|||||
|994|ELCA9063|COP064||100||MENTO ENGINEERS|Y|C|||Wholesale Price|||||
|995|ELCA9064|COP067||100||RAVEESHA MOTOR HOUSE|Y|C|||Wholesale Price|||||
|996|ELCA9065|COP087||100||ARAVINDA AUTO ENGINEERS|Y|C|||Wholesale Price|||||
|997|ELCA9066|COW004||100||KUMARA MOTORS|Y|C|||Wholesale Price|||||
|998|ELCA9067|COW006||100||SINETH SPARE PARTS|Y|C|||Wholesale Price|||||
|999|ELCA9068|GLA010||100||AMANDA MOTORS|Y|C|||Wholesale Price|||||
|1000|ELCA9069|GLA027||100||SRIPATHI MOTORS|Y|C|||Wholesale Price|||||
|1001|ELCA9070|GLB021||100||DARSHANA MOTORS|Y|C|||Wholesale Price|||||
|1002|ELCA9071|GLE00010||100||MAHAJANA MOTORS|Y|C|||Wholesale Price|||||
|1003|ELCA9072|GLE010||100||MAHAJANA MOTORS|Y|C|||Wholesale Price|||||
|1004|ELCA9073|GLG027||100||SITHU MOTORS|Y|C|||Wholesale Price|||||
|1005|ELCA9074|GLG030||100||DISNA TYRE CENTRE MOTORS (456)|Y|C|||Wholesale Price|||||
|1006|ELCA9075|GLN003||100||ZZ MATHUGAMA DIESEL MOTORS|Y|C|||Wholesale Price|||||
|1007|ELCA9076|GLU0005||100||MUTHUHETTIGAMA TYRE SERVICE|Y|C|||Wholesale Price|||||
|1008|ELCA9077|GLU006||100||U.G MOTORS|Y|C|||Wholesale Price|||||
|1009|ELCA9078|GMB009||100||VACOBA MOTOR HOUSE|Y|C|||Wholesale Price|||||
|1010|ELCA9079|GMD031||100||KURUVITA MOTORS|Y|C|||Wholesale Price|||||
|1011|ELCA9080|GMD036||100||DEVINDI MOTORS|Y|C|||Wholesale Price|||||
|1012|ELCA9081|GMG014||100||NEW GAYAN ENGINEERING|Y|C|||Wholesale Price|||||
|1013|ELCA9082|GMG015||100||NEW KALPA BAJAJ CENTER|Y|C|||Wholesale Price|||||
|1014|ELCA9083|GMG018||100||DHAMINDA AUTOMOTIVES|Y|C|||Wholesale Price|||||
|1015|ELCA9084|GMG025||100||HAWANA AUTO SERVICE|Y|C|||Wholesale Price|||||
|1016|ELCA9085|GMJ012||100||RAJH MOTORS|Y|C|||Wholesale Price|||||
|1017|ELCA9086|GMJ026||100||DARSHANA MOTORS|Y|C|||Wholesale Price|||||
|1018|ELCA9087|GMK0073||100||MAS MOTORS & ENGINEERING|Y|C|||Wholesale Price|||||
|1019|ELCA9088|GMK058||100||AUTO E ZONE|Y|C|||Wholesale Price|||||
|1020|ELCA9089|GMK071||100||KELANI MOTORS|Y|C|||Wholesale Price|||||
|1021|ELCA9090|GMK076||100||PACCAR DAF MART (PVT) LTD|Y|C|||Wholesale Price|||||
|1022|ELCA9091|GMK086||100||THARUSHANI MOTORS|Y|C|||Wholesale Price|||||
|1023|ELCA9092|GMK087||100||THUSHARA MOTORS|Y|C|||Wholesale Price|||||
|1024|ELCA9093|GMK091||100||WINWAY ENTERPRISES|Y|C|||Wholesale Price|||||
|1025|ELCA9094|GMK112||100||V.V KARUNARATHNA & CO|Y|C|||Wholesale Price|||||
|1026|ELCA9095|GMK129||100||MAHESH MOTORS|Y|C|||Wholesale Price|||||
|1027|ELCA9096|GMM013||100||NEW ARALIYA MOTORS|Y|C|||Wholesale Price|||||
|1028|ELCA9097|GMM048||100||THARINDU MOTORS|Y|C|||Wholesale Price|||||
|1029|ELCA9098|GMM060||100||SAKURA ENTERPRISES|Y|C|||Wholesale Price|||||
|1030|ELCA9099|GMM072||100||DINESH MOTORS|Y|C|||Wholesale Price|||||
|1031|ELCA9100|GMP043||100||HONDA HOUSE|Y|C|||Wholesale Price|||||
|1032|ELCA9101|GMR006||100||J\&S ENGINEERING (PVT) LTD|Y|C|||Wholesale Price|||||
|1033|ELCA9102|GMR011||100||NIHAL AUTO CAR WAX|Y|C|||Wholesale Price|||||
|1034|ELCA9103|GMS014||100||UPALI MOTORS|Y|C|||Wholesale Price|||||
|1035|ELCA9104|GMV004||100||U.H. MOTORS|Y|C|||Wholesale Price|||||
|1036|ELCA9105|GMW064||100||SANCHALA MOTORS|Y|C|||Wholesale Price|||||
|1037|ELCA9106|GMW069||100||UNITED TRACTOR & EQUI:(PVT)LTD|Y|C|||Wholesale Price||||104005268-7000|
|1038|ELCA9107|HBH007||100||NIPPON MOTORS|Y|C|||Wholesale Price|||||
|1039|ELCA9108|HBH009||100||TILINA MOTORS|Y|C|||Wholesale Price|||||
|1040|ELCA9109|HBM003||100||PRAMODHI MOTORS|Y|C|||Wholesale Price|||||
|1041|ELCA9110|HBS0004||100||MAHESH MOTORS|Y|C|||Wholesale Price|||||
|1042|ELCA9111|HBS002||100||E.H. AMARASENA (ASHAN DISTRI.)|Y|C|||Wholesale Price|||||
|1043|ELCA9112|HBS003||100||SAMPATH MOTORS|Y|C|||Wholesale Price|||||
|1044|ELCA9113|HBT012||100||GAMINI MOTOR TRADER|Y|C|||Wholesale Price|||||
|1045|ELCA9114|HBT018||100||JANAHITHA MOTORS \&INDUSTRIES|Y|C|||Wholesale Price|||||
|1046|ELCA9115|JFC0003||100||PARAMS MOTORS|Y|C|||Wholesale Price|||||
|1047|ELCA9116|JFJ010||100||CENTRAL MOTORS|Y|C|||Wholesale Price|||||
|1048|ELCA9117|JFJ012||100||HARAN TRADERS|Y|C|||Wholesale Price|||||
|1049|ELCA9118|JFJ022||100||VELAVAN MULTI SHOP|Y|C|||Wholesale Price|||||
|1050|ELCA9119|KDA008||100||S.A.S MOTORS|Y|C|||Wholesale Price|||||
|1051|ELCA9120|KDG0027||100||EDEN SERVICE STATION|Y|C|||Wholesale Price|||||
|1052|ELCA9121|KDG013||100||SISIRA BATTERY WORKS|Y|C|||Wholesale Price|||||
|1053|ELCA9122|KDG021||100||MADAWA MOTORS|Y|C|||Wholesale Price|||||
|1054|ELCA9123|KDG022||100||R.M. MOTORS|Y|C|||Wholesale Price|||||
|1055|ELCA9124|KDK002||100||COLOMBO TRADERS|Y|C|||Wholesale Price|||||
|1056|ELCA9125|KDK039||100||RAJITHA MOTORS|Y|C|||Wholesale Price|||||
|1057|ELCA9126|KDK059||100||RAJAPAKSE TRAVELS|Y|C|||Wholesale Price|||||
|1058|ELCA9127|KDK060||100||SAMPATH MOTORS|Y|C|||Wholesale Price|||||
|1059|ELCA9128|KDK141||100||MAHANUWARA MOTORS|Y|C|||Wholesale Price|||||
|1060|ELCA9129|KDM006||100||SUMEDHA ENTERPRISES|Y|C|||Wholesale Price|||||
|1061|ELCA9130|KDN0003||100||HEMAL AUTO PARTS|Y|C|||Wholesale Price|||||
|1062|ELCA9131|KDN0005||100||SURANGA MOTORS|Y|C|||Wholesale Price|||||
|1063|ELCA9132|KDN005||100||AJANTHA MOTOR ENGINEERING|Y|C|||Wholesale Price|||||
|1064|ELCA9133|KDN007||100||PRADEEP MOTORS - CASH ONLY|Y|C|||Wholesale Price|||||
|1065|ELCA9134|KDP0022||100||ZZ NEEL AUTO ENGINEERS-V|Y|C|||Wholesale Price|||||
|1066|ELCA9135|KDP014||100||SURANGA MOTORS|Y|C|||Wholesale Price|||||
|1067|ELCA9136|KDP028||100||NILANTHA MOTORS|Y|C|||Wholesale Price|||||
|1068|ELCA9137|KDT010||100||BANDARA MOTORS|Y|C|||Wholesale Price|||||
|1069|ELCA9138|KDW0010||100||UPALI MOTORS|Y|C|||Wholesale Price|||||
|1070|ELCA9139|KDW006||100||ANANDA VELDING WORKS|Y|C|||Wholesale Price|||||
|1071|ELCA9140|KDW011||100||S.N.MOTORS|Y|C|||Wholesale Price|||||
|1072|ELCA9141|KDW014||100||ASIRI MOTORS|Y|C|||Wholesale Price|||||
|1073|ELCA9142|KGK00016||100||NEW RUHUNU MOTORS|Y|C|||Wholesale Price|||||
|1074|ELCA9143|KGK004||100|KEGALLE|AUTO CARE FILLING STATION|N|C|||Wholesale Price|OKD04|KEGALLE||114606693-7000|
|1075|ELCA9144|KGK012||100||BANDARA CONTAINERIZAION PVT LT|Y|C|||Wholesale Price|||||
|1076|ELCA9145|KGK015||100||ISHARA MOTORS|Y|C|||Wholesale Price|||||
|1077|ELCA9146|KGK018||100||P.C. MOTORS|Y|C|||Wholesale Price|||||
|1078|ELCA9147|KGM0015||100||SENA MOTORS|Y|C|||Wholesale Price|||||
|1079|ELCA9148|KGM016||100||NILANTHA MOTOR TRADERS|Y|C|||Wholesale Price|||||
|1080|ELCA9149|KGR0004||100||N.N.MOTORS|Y|C|||Wholesale Price|||||
|1081|ELCA9150|KGR007||100||MADUSHAN CONCRETE W. & MOTORS|Y|C|||Wholesale Price|||||
|1082|ELCA9151|KGW002||100||SUSANTHA MOTORS|Y|C|||Wholesale Price|||||
|1083|ELCA9152|KGW009||100||ZZ DILINA TYRE SERVICE|Y|C|||Wholesale Price|||||
|1084|ELCA9153|KLA008||100||ISURU PATHUM MOTORS|Y|C|||Wholesale Price|||||
|1085|ELCA9154|KLB0026||100||MALITH MOTORS|Y|C|||Wholesale Price|||||
|1086|ELCA9155|KLB0030||100||SANJEEWA AUTO CLEANER|Y|C|||Wholesale Price|||||
|1087|ELCA9156|KLB015||100||PIYARANA MOTORS|Y|C|||Wholesale Price|||||
|1088|ELCA9157|KLB030||100||HEMANTHA MOTORS|Y|C|||Wholesale Price|||||
|1089|ELCA9158|KLD005||100||ASIAN BAJAJ HOUSE|Y|C|||Wholesale Price|||||
|1090|ELCA9159|KLH019||100||JAVANA MOTORS|Y|C|||Wholesale Price|||||
|1091|ELCA9160|KLH029||100||SEDAN AUTO HOUSE|Y|C|||Wholesale Price|||||
|1092|ELCA9161|KLI003||100||NEW SUDASINGHA MOTORS|Y|C|||Wholesale Price|||||
|1093|ELCA9162|KLK0012||100||AYSHA AUTO TRADERS|Y|C|||Wholesale Price|||||
|1094|ELCA9163|KLK014||100||LEYLAND NIWASA|Y|C|||Wholesale Price|||||
|1095|ELCA9164|KLM0030||100||WIJEYSINGHE TRADE CENTRE|Y|C|||Wholesale Price|||||
|1096|ELCA9165|KLM018||100||POLGAHAWATTA MOTORS|Y|C|||Wholesale Price|||||
|1097|ELCA9166|KLP0004||100||HASITHA MOTORS INDIA(PVT)LTD|Y|C|||Wholesale Price|||||
|1098|ELCA9167|KLP017||100||KALUTARA AUTO ENGINEERS|Y|C|||Wholesale Price|||||
|1099|ELCA9168|KLW006||100||LAKSIRI MOTORS|Y|C|||Wholesale Price|||||
|1100|ELCA9169|KUA006||100||EKSATH MOTOR KARMIKAYO|Y|C|||Wholesale Price|||||
|1101|ELCA9170|KUA010||100||LIYON MOTOR HOUSE|Y|C|||Wholesale Price|||||
|1102|ELCA9171|KUA011||100||PRIYAN ENTERPRISES|Y|C|||Wholesale Price|||||
|1103|ELCA9172|KUA012||100||SILVA MOTORS STORES|Y|C|||Wholesale Price|||||
|1104|ELCA9173|KUB006||100||NEW RATHNAYAKE MOTORS &|Y|C|||Wholesale Price|||||
|1105|ELCA9174|KUD004||100||MANOJ AUTO MART - DIYATHURE>#|Y|C|||Wholesale Price|||||
|1106|ELCA9175|KUG001||100||INDIKA MOTORS|Y|C|||Wholesale Price|||||
|1107|ELCA9176|KUG017||100||MAHINDA AUTOMOTIVE|Y|C|||Wholesale Price|||||
|1108|ELCA9177|KUG025||100||WEERARATHNA CUSHION & MOTOR TR|Y|C|||Wholesale Price|||||
|1109|ELCA9178|KUK042||100||CHINTHANA MOTORS|Y|C|||Wholesale Price|||||
|1110|ELCA9179|KUK051||100||RUSHANI ENTERPRISES|Y|C|||Wholesale Price|||||
|1111|ELCA9180|KUK126||100||PRASAD MOTORS|Y|C|||Wholesale Price|||||
|1112|ELCA9181|KUM012||100||NALIN MOTORS|Y|C|||Wholesale Price|||||
|1113|ELCA9182|KUM020||100||C.R. ENTERPRICES|Y|C|||Wholesale Price|||||
|1114|ELCA9183|KUM022||100||SUSIL MOTORS|Y|C|||Wholesale Price|||||
|1115|ELCA9184|KUN011||100||KALYANI MOTORS|Y|C|||Wholesale Price|||||
|1116|ELCA9185|KUN016||100||LAKBIMA MOTOR STORES|Y|C|||Wholesale Price|||||
|1117|ELCA9186|KUR003||100||NEW THREE STAR AUTO SERVICE.|Y|C|||Wholesale Price|||||
|1118|ELCA9187|KUS001||100||RANSILU MOTORS.|Y|C|||Wholesale Price|||||
|1119|ELCA9188|KUS002||100||S.D.M. MOTORS|Y|C|||Wholesale Price|||||
|1120|ELCA9189|MGB007||100||GEORGE MOTORS|Y|C|||Wholesale Price|||||
|1121|ELCA9190|MGB012||100||SHASIDHU MOTORS|Y|C|||Wholesale Price|||||
|1122|ELCA9191|MLM0020||100||CHATHURIKA TRAVELS|Y|C|||Wholesale Price|||||
|1123|ELCA9192|MLM0024||100||M.M. MOTORS|Y|C|||Wholesale Price|||||
|1124|ELCA9193|MLM022||100||K N S MOTORS|Y|C|||Wholesale Price|||||
|1125|ELCA9194|MLN002||100||INDUNIL AUTO CARE & SER.CENTER|Y|C|||Wholesale Price|||||
|1126|ELCA9195|MLW002||100||NIPUNA MOTORS|Y|C|||Wholesale Price|||||
|1127|ELCA9196|MNM007||100||FRANCIS ENTERPRISES|Y|C|||Wholesale Price|||||
|1128|ELCA9197|MNM008||100||JEYALANKA ENTREPRICES|Y|C|||Wholesale Price|||||
|1129|ELCA9198|MTD008||100||BUDDHI AUTO TRADERS (PVT) LTD|Y|C|||Wholesale Price|||||
|1130|ELCA9199|MTK009||100||LAKSIRI AUTOMOBILE|Y|C|||Wholesale Price|||||
|1131|ELCA9200|MTM0028||100||CHATHURA OILMART & MOTORS|Y|C|||Wholesale Price|||||
|1132|ELCA9201|MTM0029||100||SAMAN MOTORS|Y|C|||Wholesale Price|||||
|1133|ELCA9202|MTM0032||100||M SRI ENTERPRISES|Y|C|||Wholesale Price|||||
|1134|ELCA9203|MTM0041||100||ZZ SUJEEWA MOTORS|Y|C|||Wholesale Price|||||
|1135|ELCA9204|MTM032||100||SUNBEAM MOTOR COMPANY (PVT)LTD|Y|C|||Wholesale Price|||||
|1136|ELCA9205|MTM045||100||NEW DAHAMKOAUTO MART|Y|C|||Wholesale Price|||||
|1137|ELCA9206|MTW010||100||GAMAGE MOTORS|Y|C|||Wholesale Price|||||
|1138|ELCA9207|MTW015||100||DULIP MOTORS|Y|C|||Wholesale Price|||||
|1139|ELCA9208|NEH020||100||NEYON MOTORS|Y|C|||Wholesale Price|||||
|1140|ELCA9209|NEN009||100||DAYANA MOTORS|Y|C|||Wholesale Price|||||
|1141|ELCA9210|NEN018||100||IRESH MOTORS|Y|C|||Wholesale Price|||||
|1142|ELCA9211|NEP005||100||K.K.MOTORS|Y|C|||Wholesale Price|||||
|1143|ELCA9212|PNH011||100||ZZ S K MOTORS SPARES|Y|C|||Wholesale Price|||||
|1144|ELCA9213|PNK008||100||MAHANUWARA MOTORS|Y|C|||Wholesale Price|||||
|1145|ELCA9214|PNK009||100||BANDULA HARDWARE MOTORS|Y|C|||Wholesale Price|||||
|1146|ELCA9215|PNM006||100||KALUARACHCHI MOTOR GARAGE|Y|C|||Wholesale Price|||||
|1147|ELCA9216|PNM018||100||RATHNA TYRE HOUSE|Y|C|||Wholesale Price|||||
|1148|ELCA9217|PNP0013||100||ZZWIJAYA MOTORS|Y|C|||Wholesale Price|||||
|1149|ELCA9218|PNP010||100||KAVEESHA MOTORS|Y|C|||Wholesale Price|||||
|1150|ELCA9219|PTP023||100||SHAN AUTO PARTS|Y|C|||Wholesale Price|||||
|1151|ELCA9220|PTU001||100||MADU PARTS|Y|C|||Wholesale Price|||||
|1152|ELCA9221|PTW011||100||KOLAMBAGE MOTORS|Y|C|||Wholesale Price|||||
|1153|ELCA9222|RPE0021||100||CTB EMBILIPITIYA DEPOT|Y|C|||Wholesale Price||||409006671-7000|
|1154|ELCA9223|RPE015||100||RATHNA MOTORS|Y|C|||Wholesale Price|||||
|1155|ELCA9224|RPG010||100||THISARA MOTORS|Y|C|||Wholesale Price|||||
